Region,Tower_ID,Date,Call_Drops,Signal_Strength,Congestion_Level,Handoff_Failure,Notes
Hyderabad,T611,2025-06-15,20,-94 dBm,Medium,18%,Heavy user load
Hyderabad,T606,2025-06-04,144,-78 dBm,Medium,5%,Peak hour traffic
Bangalore,T205,2025-12-12,67,-91 dBm,Medium,11%,Backhaul congestion
Kolkata,T234,2025-11-13,135,-89 dBm,Medium,6%,Backhaul congestion
Mumbai,T635,2025-12-29,5,-101 dBm,High,4%,Poor weather
Bangalore,T215,2025-02-03,135,-93 dBm,Medium,7%,Maintenance activity
Kolkata,T608,2025-02-02,92,-107 dBm,High,12%,Poor weather
Hyderabad,T510,2025-02-13,22,-109 dBm,High,14%,Peak hour traffic
Delhi,T646,2025-04-25,22,-106 dBm,High,1%,Backhaul congestion
Chennai,T979,2025-02-11,130,-100 dBm,Medium,1%,Fiber issue detected
Chennai,T461,2025-12-24,54,-104 dBm,High,14%,Peak hour traffic
Chennai,T723,2025-12-24,67,-102 dBm,Medium,17%,Backhaul congestion
Bangalore,T288,2025-01-15,143,-71 dBm,Low,10%,Backhaul congestion
Delhi,T976,2025-08-11,68,-72 dBm,Medium,20%,Backhaul congestion
Hyderabad,T762,2025-12-30,16,-104 dBm,Low,16%,Peak hour traffic
Bangalore,T515,2025-02-27,37,-88 dBm,High,20%,Normal operation
Delhi,T214,2025-02-28,49,-110 dBm,Low,19%,Poor weather
Hyderabad,T771,2025-04-30,21,-109 dBm,High,14%,Poor weather
Bangalore,T266,2025-08-25,14,-96 dBm,Low,15%,Normal operation
Delhi,T950,2025-06-10,138,-84 dBm,Medium,18%,Peak hour traffic
Kolkata,T109,2025-09-03,117,-97 dBm,Low,7%,Peak hour traffic
Chennai,T680,2025-11-04,149,-99 dBm,Low,8%,Peak hour traffic
Kolkata,T861,2025-09-27,6,-80 dBm,Medium,11%,Power fluctuation
Mumbai,T231,2025-01-09,142,-72 dBm,Low,11%,Peak hour traffic
Kolkata,T690,2025-09-12,80,-101 dBm,High,20%,Peak hour traffic
Mumbai,T283,2025-03-20,129,-75 dBm,Low,16%,Maintenance activity
Delhi,T403,2025-12-08,100,-104 dBm,Low,12%,Poor weather
Hyderabad,T670,2025-07-25,85,-72 dBm,Low,12%,Backhaul congestion
Hyderabad,T556,2025-03-01,76,-87 dBm,Medium,7%,Backhaul congestion
Hyderabad,T417,2025-07-08,43,-95 dBm,Low,6%,Backhaul congestion
Hyderabad,T299,2025-05-08,92,-95 dBm,Medium,14%,Backhaul congestion
Delhi,T677,2025-06-27,105,-87 dBm,Low,6%,Power fluctuation
Hyderabad,T835,2025-01-10,132,-88 dBm,Medium,14%,Poor weather
Mumbai,T873,2025-10-01,51,-74 dBm,Medium,3%,Poor weather
Chennai,T621,2025-06-22,116,-106 dBm,Medium,20%,Maintenance activity
Mumbai,T857,2025-02-26,71,-95 dBm,High,9%,Backhaul congestion
Delhi,T700,2025-05-20,90,-90 dBm,Medium,13%,Fiber issue detected
Delhi,T726,2025-03-21,71,-88 dBm,High,3%,Poor weather
Kolkata,T644,2025-01-19,22,-101 dBm,Medium,18%,Fiber issue detected
Mumbai,T585,2025-05-28,110,-87 dBm,Low,5%,Backhaul congestion
Bangalore,T677,2025-09-30,51,-108 dBm,Medium,15%,Backhaul congestion
Bangalore,T658,2025-04-09,45,-93 dBm,Low,20%,Power fluctuation
Chennai,T363,2025-12-17,64,-70 dBm,Medium,5%,Normal operation
Bangalore,T409,2025-05-23,120,-89 dBm,Medium,11%,Power fluctuation
Bangalore,T557,2025-03-21,65,-102 dBm,High,8%,Maintenance activity
Chennai,T349,2025-08-03,110,-104 dBm,Low,10%,Normal operation
Chennai,T698,2025-05-09,57,-97 dBm,Low,8%,Backhaul congestion
Chennai,T726,2025-10-30,32,-73 dBm,Medium,5%,Fiber issue detected
Delhi,T349,2025-11-19,25,-82 dBm,High,18%,Power fluctuation
Kolkata,T789,2025-08-15,82,-88 dBm,High,5%,Fiber issue detected
Hyderabad,T247,2025-08-31,116,-84 dBm,High,7%,Power fluctuation
Bangalore,T446,2025-04-20,86,-96 dBm,Low,4%,Backhaul congestion
Chennai,T983,2025-05-14,14,-104 dBm,Medium,10%,Poor weather
Mumbai,T360,2025-08-03,147,-72 dBm,High,1%,Peak hour traffic
Chennai,T972,2025-06-21,85,-88 dBm,Medium,9%,Power fluctuation
Delhi,T483,2025-10-29,75,-85 dBm,Medium,9%,Heavy user load
Kolkata,T491,2025-10-03,120,-101 dBm,Medium,14%,Heavy user load
Bangalore,T402,2025-11-26,116,-98 dBm,High,18%,Maintenance activity
Bangalore,T127,2025-02-11,54,-85 dBm,High,4%,Peak hour traffic
Kolkata,T925,2025-10-28,47,-74 dBm,High,16%,Poor weather
Bangalore,T531,2025-05-06,84,-79 dBm,High,4%,Backhaul congestion
Bangalore,T583,2025-04-10,39,-100 dBm,High,8%,Poor weather
Hyderabad,T608,2025-01-27,137,-85 dBm,High,9%,Fiber issue detected
Delhi,T289,2025-04-22,77,-93 dBm,Medium,20%,Peak hour traffic
Mumbai,T942,2025-02-10,78,-87 dBm,High,9%,Power fluctuation
Chennai,T732,2025-01-10,40,-93 dBm,High,15%,Normal operation
Hyderabad,T119,2025-12-27,112,-92 dBm,Medium,5%,Peak hour traffic
Kolkata,T789,2025-06-02,117,-79 dBm,Medium,18%,Maintenance activity
Bangalore,T366,2025-08-30,119,-94 dBm,Low,11%,Heavy user load
Chennai,T934,2025-12-01,39,-71 dBm,Medium,16%,Power fluctuation
Delhi,T118,2025-04-23,144,-102 dBm,Low,3%,Backhaul congestion
Kolkata,T383,2025-06-03,129,-106 dBm,Medium,1%,Peak hour traffic
Bangalore,T283,2025-07-21,103,-102 dBm,Low,18%,Power fluctuation
Kolkata,T333,2025-03-06,55,-83 dBm,Medium,8%,Normal operation
Chennai,T870,2025-05-05,66,-80 dBm,Low,2%,Normal operation
Hyderabad,T834,2025-05-28,88,-110 dBm,Low,3%,Backhaul congestion
Mumbai,T628,2025-06-11,85,-108 dBm,Medium,10%,Fiber issue detected
Hyderabad,T736,2025-10-20,105,-74 dBm,Low,8%,Fiber issue detected
Chennai,T197,2025-03-08,36,-87 dBm,High,15%,Heavy user load
Kolkata,T448,2025-10-11,148,-96 dBm,High,18%,Fiber issue detected
Hyderabad,T269,2025-06-23,17,-80 dBm,Medium,15%,Power fluctuation
Delhi,T970,2025-09-18,52,-81 dBm,High,5%,Poor weather
Mumbai,T658,2025-07-08,102,-78 dBm,Medium,14%,Power fluctuation
Bangalore,T858,2025-06-05,36,-82 dBm,Medium,20%,Maintenance activity
Kolkata,T567,2025-08-12,130,-106 dBm,High,20%,Power fluctuation
Kolkata,T678,2025-09-06,52,-83 dBm,Low,3%,Poor weather
Kolkata,T557,2025-05-29,76,-105 dBm,Medium,11%,Poor weather
Kolkata,T582,2025-10-18,49,-71 dBm,Low,16%,Heavy user load
Delhi,T214,2025-04-10,27,-73 dBm,High,1%,Maintenance activity
Chennai,T512,2025-07-18,70,-86 dBm,Low,7%,Backhaul congestion
Hyderabad,T322,2025-12-16,21,-97 dBm,Medium,19%,Backhaul congestion
Kolkata,T403,2025-03-14,55,-73 dBm,Medium,16%,Poor weather
Delhi,T788,2025-08-24,49,-108 dBm,Low,17%,Peak hour traffic
Delhi,T999,2025-06-25,145,-72 dBm,Medium,13%,Fiber issue detected
Hyderabad,T101,2025-03-07,119,-84 dBm,Medium,20%,Normal operation
Mumbai,T599,2025-01-30,93,-99 dBm,Low,18%,Backhaul congestion
Hyderabad,T158,2025-07-19,61,-87 dBm,Medium,4%,Power fluctuation
Hyderabad,T219,2025-08-16,74,-78 dBm,High,20%,Peak hour traffic
Kolkata,T839,2025-09-29,9,-85 dBm,Low,16%,Peak hour traffic
Mumbai,T694,2025-07-13,56,-72 dBm,High,7%,Heavy user load
Chennai,T459,2026-01-01,118,-107 dBm,High,1%,Poor weather
Hyderabad,T401,2025-09-09,93,-93 dBm,Medium,13%,Poor weather
Delhi,T796,2025-02-24,82,-97 dBm,Low,1%,Backhaul congestion
Delhi,T976,2025-09-14,135,-74 dBm,Low,18%,Poor weather
Kolkata,T922,2025-08-11,47,-90 dBm,High,10%,Heavy user load
Delhi,T554,2025-09-25,76,-83 dBm,High,12%,Poor weather
Mumbai,T675,2025-11-30,49,-86 dBm,High,15%,Poor weather
Chennai,T516,2025-04-25,141,-100 dBm,Medium,2%,Peak hour traffic
Bangalore,T187,2025-11-24,32,-77 dBm,Low,16%,Heavy user load
Delhi,T214,2025-02-05,123,-77 dBm,High,13%,Backhaul congestion
Delhi,T899,2025-07-02,139,-70 dBm,High,18%,Heavy user load
Delhi,T644,2025-06-16,147,-73 dBm,Medium,1%,Peak hour traffic
Kolkata,T251,2025-05-02,64,-76 dBm,Low,3%,Backhaul congestion
Kolkata,T878,2025-06-16,30,-103 dBm,Medium,12%,Fiber issue detected
Hyderabad,T132,2025-10-02,135,-86 dBm,High,11%,Fiber issue detected
Delhi,T814,2025-12-11,125,-88 dBm,High,16%,Backhaul congestion
Kolkata,T358,2025-05-26,55,-81 dBm,Low,5%,Peak hour traffic
Delhi,T766,2025-08-14,95,-83 dBm,Low,12%,Normal operation
Chennai,T742,2025-01-04,101,-109 dBm,Medium,11%,Poor weather
Delhi,T724,2025-01-24,130,-105 dBm,Medium,8%,Fiber issue detected
Delhi,T467,2025-02-17,139,-76 dBm,Medium,20%,Maintenance activity
Chennai,T511,2025-04-30,51,-86 dBm,High,11%,Heavy user load
Mumbai,T968,2025-11-07,99,-70 dBm,High,5%,Poor weather
Delhi,T222,2025-09-11,94,-97 dBm,Low,8%,Heavy user load
Delhi,T828,2025-01-17,141,-110 dBm,High,13%,Backhaul congestion
Hyderabad,T673,2025-09-17,25,-71 dBm,Medium,14%,Fiber issue detected
Bangalore,T856,2025-02-26,110,-93 dBm,Medium,12%,Heavy user load
Kolkata,T492,2025-11-23,91,-108 dBm,Medium,20%,Heavy user load
Delhi,T756,2025-08-17,96,-95 dBm,Medium,4%,Heavy user load
Hyderabad,T351,2025-04-06,60,-104 dBm,High,11%,Peak hour traffic
Bangalore,T215,2025-10-09,43,-80 dBm,High,18%,Backhaul congestion
Kolkata,T861,2025-12-31,8,-100 dBm,Low,4%,Maintenance activity
Delhi,T914,2025-09-15,29,-100 dBm,Medium,20%,Maintenance activity
Kolkata,T248,2025-10-31,134,-78 dBm,Medium,15%,Peak hour traffic
Mumbai,T861,2025-10-12,39,-95 dBm,Low,10%,Power fluctuation
Delhi,T712,2025-06-19,63,-96 dBm,High,17%,Peak hour traffic
Kolkata,T904,2025-01-20,149,-98 dBm,High,5%,Power fluctuation
Hyderabad,T120,2025-01-13,33,-107 dBm,High,5%,Maintenance activity
Kolkata,T800,2025-11-25,111,-108 dBm,High,1%,Maintenance activity
Hyderabad,T554,2025-10-15,15,-110 dBm,Medium,11%,Poor weather
Kolkata,T638,2025-11-09,127,-102 dBm,Low,11%,Maintenance activity
Hyderabad,T830,2025-04-18,42,-73 dBm,High,5%,Backhaul congestion
Chennai,T182,2025-01-01,66,-87 dBm,High,7%,Fiber issue detected
Bangalore,T541,2025-01-14,70,-101 dBm,Medium,12%,Poor weather
Mumbai,T656,2025-02-14,81,-100 dBm,High,18%,Fiber issue detected
Chennai,T552,2025-07-24,37,-82 dBm,High,13%,Heavy user load
Chennai,T343,2025-03-22,42,-106 dBm,High,19%,Poor weather
Chennai,T435,2025-04-23,129,-100 dBm,High,13%,Backhaul congestion
Chennai,T158,2025-05-29,99,-101 dBm,High,5%,Normal operation
Mumbai,T848,2025-03-10,28,-104 dBm,Medium,2%,Normal operation
Bangalore,T844,2025-11-24,65,-87 dBm,Medium,17%,Peak hour traffic
Delhi,T917,2025-10-04,136,-98 dBm,Medium,10%,Peak hour traffic
Delhi,T564,2025-01-10,76,-104 dBm,Low,19%,Backhaul congestion
Chennai,T756,2025-08-20,44,-91 dBm,Low,18%,Fiber issue detected
Bangalore,T755,2025-01-06,55,-103 dBm,Low,2%,Power fluctuation
Chennai,T795,2025-08-21,80,-104 dBm,High,14%,Poor weather
Delhi,T236,2025-10-25,15,-89 dBm,Low,5%,Maintenance activity
Bangalore,T799,2025-05-06,70,-97 dBm,Medium,5%,Heavy user load
Kolkata,T543,2025-01-17,16,-75 dBm,Low,18%,Normal operation
Delhi,T752,2025-04-30,13,-94 dBm,Medium,13%,Fiber issue detected
Bangalore,T445,2025-02-08,78,-110 dBm,High,14%,Fiber issue detected
Hyderabad,T482,2025-08-05,150,-75 dBm,High,3%,Peak hour traffic
Kolkata,T157,2025-05-08,22,-110 dBm,High,12%,Heavy user load
Hyderabad,T250,2025-10-14,111,-88 dBm,Medium,7%,Backhaul congestion
Hyderabad,T534,2025-05-06,147,-74 dBm,Low,12%,Maintenance activity
Bangalore,T112,2025-05-30,123,-83 dBm,High,4%,Fiber issue detected
Hyderabad,T398,2025-03-13,10,-105 dBm,Medium,5%,Poor weather
Chennai,T679,2025-12-11,97,-96 dBm,Medium,13%,Poor weather
Delhi,T759,2025-11-12,82,-110 dBm,Low,13%,Heavy user load
Hyderabad,T515,2025-03-22,108,-89 dBm,Low,20%,Normal operation
Bangalore,T195,2025-10-19,136,-92 dBm,Medium,17%,Power fluctuation
Delhi,T792,2025-06-16,29,-86 dBm,High,17%,Heavy user load
Hyderabad,T442,2025-02-12,135,-107 dBm,Medium,10%,Power fluctuation
Bangalore,T930,2025-01-04,141,-73 dBm,Medium,7%,Fiber issue detected
Kolkata,T531,2025-04-29,94,-71 dBm,High,12%,Maintenance activity
Hyderabad,T917,2025-12-01,116,-84 dBm,Medium,6%,Peak hour traffic
Kolkata,T667,2025-08-21,137,-107 dBm,Medium,18%,Backhaul congestion
Hyderabad,T196,2025-06-26,116,-77 dBm,Medium,10%,Heavy user load
Kolkata,T776,2025-03-19,62,-96 dBm,Medium,4%,Power fluctuation
Hyderabad,T677,2025-03-11,108,-90 dBm,Medium,3%,Poor weather
Kolkata,T994,2025-01-11,138,-70 dBm,Low,5%,Maintenance activity
Kolkata,T302,2025-12-17,130,-79 dBm,Low,11%,Maintenance activity
Mumbai,T694,2025-04-05,98,-75 dBm,High,5%,Maintenance activity
Chennai,T892,2025-08-03,23,-99 dBm,High,14%,Backhaul congestion
Chennai,T937,2025-05-12,33,-100 dBm,Medium,14%,Maintenance activity
Kolkata,T362,2025-07-24,28,-73 dBm,High,9%,Heavy user load
Delhi,T696,2025-02-28,57,-78 dBm,High,14%,Normal operation
Hyderabad,T422,2025-10-24,144,-99 dBm,Medium,3%,Normal operation
Delhi,T139,2025-03-24,142,-100 dBm,Low,8%,Backhaul congestion
Bangalore,T813,2025-10-10,67,-84 dBm,High,4%,Peak hour traffic
Kolkata,T446,2025-05-12,88,-96 dBm,High,11%,Normal operation
Chennai,T511,2025-06-04,109,-103 dBm,High,20%,Power fluctuation
Delhi,T167,2025-04-03,41,-110 dBm,Low,6%,Maintenance activity
Chennai,T749,2025-05-05,100,-82 dBm,Low,1%,Normal operation
Delhi,T129,2025-10-31,123,-95 dBm,Medium,9%,Power fluctuation
Hyderabad,T539,2025-07-30,128,-84 dBm,High,14%,Power fluctuation
Hyderabad,T818,2025-11-15,19,-103 dBm,Medium,8%,Heavy user load
Delhi,T630,2025-09-20,95,-94 dBm,High,15%,Normal operation
Mumbai,T743,2025-09-19,58,-103 dBm,Medium,6%,Power fluctuation
Delhi,T471,2025-05-31,94,-85 dBm,High,10%,Heavy user load
Bangalore,T909,2025-06-07,139,-88 dBm,Medium,8%,Backhaul congestion
Mumbai,T372,2025-06-08,31,-92 dBm,High,15%,Backhaul congestion
Mumbai,T466,2025-10-15,148,-100 dBm,High,19%,Normal operation
Mumbai,T926,2025-04-10,52,-101 dBm,Medium,17%,Power fluctuation
Kolkata,T657,2025-07-26,149,-103 dBm,High,2%,Maintenance activity
Kolkata,T464,2025-05-06,28,-100 dBm,High,14%,Poor weather
Bangalore,T362,2025-08-09,118,-107 dBm,High,12%,Heavy user load
Hyderabad,T413,2025-10-21,141,-82 dBm,High,3%,Power fluctuation
Bangalore,T229,2025-02-24,65,-74 dBm,High,3%,Backhaul congestion
Hyderabad,T699,2025-07-16,19,-75 dBm,Low,17%,Heavy user load
Kolkata,T895,2025-09-26,94,-80 dBm,Low,18%,Normal operation
Bangalore,T324,2025-01-07,25,-89 dBm,Low,2%,Heavy user load
Delhi,T725,2025-06-24,11,-72 dBm,Medium,10%,Peak hour traffic
Bangalore,T431,2025-07-11,140,-91 dBm,Low,6%,Poor weather
Bangalore,T896,2025-11-27,60,-73 dBm,Medium,14%,Power fluctuation
Hyderabad,T389,2025-08-21,99,-73 dBm,High,4%,Maintenance activity
Hyderabad,T838,2025-12-06,75,-81 dBm,Low,16%,Maintenance activity
Delhi,T351,2025-12-10,150,-73 dBm,Medium,1%,Heavy user load
Chennai,T774,2025-08-02,33,-71 dBm,Medium,5%,Peak hour traffic
Hyderabad,T381,2025-02-08,144,-100 dBm,High,17%,Heavy user load
Kolkata,T328,2025-12-28,6,-100 dBm,Low,18%,Peak hour traffic
Bangalore,T200,2025-11-26,145,-82 dBm,Medium,18%,Fiber issue detected
Chennai,T497,2025-10-31,130,-71 dBm,Low,13%,Fiber issue detected
Bangalore,T756,2025-10-15,37,-88 dBm,Low,11%,Peak hour traffic
Hyderabad,T264,2025-07-31,120,-78 dBm,Low,6%,Backhaul congestion
Bangalore,T164,2025-04-13,39,-71 dBm,Low,1%,Maintenance activity
Bangalore,T119,2025-12-04,148,-92 dBm,High,17%,Backhaul congestion
Delhi,T387,2025-05-16,27,-97 dBm,High,7%,Power fluctuation
Bangalore,T294,2025-09-16,45,-90 dBm,Medium,14%,Maintenance activity
Chennai,T638,2025-11-16,19,-83 dBm,High,5%,Fiber issue detected
Kolkata,T300,2025-10-13,55,-88 dBm,Low,20%,Backhaul congestion
Bangalore,T327,2025-11-27,65,-95 dBm,High,18%,Heavy user load
Bangalore,T405,2025-10-13,10,-99 dBm,Low,17%,Maintenance activity
Kolkata,T245,2025-08-07,134,-96 dBm,High,8%,Backhaul congestion
Bangalore,T169,2025-02-01,107,-96 dBm,High,14%,Heavy user load
Kolkata,T162,2025-05-18,120,-99 dBm,Medium,19%,Maintenance activity
Kolkata,T833,2025-07-30,56,-76 dBm,Low,6%,Fiber issue detected
Bangalore,T336,2025-10-23,63,-83 dBm,High,17%,Poor weather
Chennai,T810,2025-06-20,22,-97 dBm,Low,20%,Fiber issue detected
Kolkata,T875,2025-10-08,28,-105 dBm,Low,8%,Poor weather
Chennai,T394,2025-12-02,149,-108 dBm,High,11%,Fiber issue detected
Bangalore,T595,2025-08-28,56,-80 dBm,High,6%,Backhaul congestion
Hyderabad,T335,2025-04-30,133,-74 dBm,Low,4%,Poor weather
Delhi,T752,2025-01-28,107,-71 dBm,Medium,3%,Peak hour traffic
Bangalore,T734,2025-09-15,139,-81 dBm,High,1%,Power fluctuation
Kolkata,T766,2025-12-25,19,-104 dBm,Medium,14%,Peak hour traffic
Hyderabad,T792,2025-08-12,16,-96 dBm,High,19%,Normal operation
Bangalore,T778,2025-11-25,28,-71 dBm,Low,9%,Peak hour traffic
Delhi,T654,2025-07-01,105,-91 dBm,Medium,3%,Fiber issue detected
Chennai,T158,2025-12-03,46,-79 dBm,Low,13%,Poor weather
Mumbai,T890,2025-03-30,75,-88 dBm,Low,3%,Power fluctuation
Bangalore,T305,2025-09-17,50,-98 dBm,High,6%,Fiber issue detected
Mumbai,T200,2025-06-17,130,-71 dBm,Medium,1%,Fiber issue detected
Chennai,T467,2025-01-13,69,-90 dBm,High,5%,Power fluctuation
Hyderabad,T424,2025-07-22,141,-108 dBm,Low,12%,Peak hour traffic
Kolkata,T227,2025-04-08,118,-95 dBm,High,6%,Maintenance activity
Chennai,T892,2025-07-15,104,-85 dBm,Medium,12%,Maintenance activity
Bangalore,T287,2025-04-24,41,-102 dBm,Low,17%,Maintenance activity
Mumbai,T682,2025-11-17,12,-95 dBm,Low,15%,Fiber issue detected
Chennai,T920,2025-07-07,121,-85 dBm,Low,4%,Backhaul congestion
Hyderabad,T315,2025-01-17,124,-105 dBm,Low,17%,Poor weather
Mumbai,T663,2025-02-25,58,-75 dBm,Medium,20%,Normal operation
Delhi,T749,2025-01-25,44,-88 dBm,Medium,7%,Fiber issue detected
Delhi,T241,2025-08-07,126,-79 dBm,Medium,20%,Poor weather
Delhi,T931,2025-04-15,10,-108 dBm,High,20%,Power fluctuation
Delhi,T529,2025-05-27,85,-76 dBm,Medium,14%,Maintenance activity
Bangalore,T565,2025-02-20,116,-102 dBm,High,11%,Backhaul congestion
Mumbai,T955,2025-11-23,146,-84 dBm,Medium,15%,Maintenance activity
Hyderabad,T169,2025-07-21,5,-73 dBm,Medium,6%,Peak hour traffic
Mumbai,T602,2025-01-12,27,-108 dBm,Medium,10%,Poor weather
Delhi,T397,2025-05-02,87,-78 dBm,Medium,15%,Poor weather
Kolkata,T795,2025-11-13,20,-76 dBm,High,6%,Peak hour traffic
Bangalore,T629,2025-07-19,146,-102 dBm,High,15%,Maintenance activity
Delhi,T947,2025-03-04,150,-96 dBm,Low,11%,Maintenance activity
Hyderabad,T927,2025-05-27,138,-86 dBm,High,10%,Maintenance activity
Delhi,T775,2025-01-31,73,-84 dBm,High,5%,Power fluctuation
Hyderabad,T528,2025-04-07,131,-86 dBm,High,4%,Heavy user load
Delhi,T393,2025-02-05,85,-104 dBm,Low,16%,Heavy user load
Chennai,T444,2025-12-31,99,-95 dBm,Medium,10%,Fiber issue detected
Bangalore,T549,2025-07-12,29,-94 dBm,Medium,17%,Poor weather
Chennai,T756,2025-01-19,139,-100 dBm,High,18%,Heavy user load
Hyderabad,T957,2025-12-25,53,-100 dBm,Low,6%,Peak hour traffic
Kolkata,T478,2025-07-01,57,-86 dBm,High,10%,Fiber issue detected
Hyderabad,T982,2025-01-11,109,-79 dBm,High,10%,Fiber issue detected
Hyderabad,T960,2025-12-25,24,-106 dBm,High,4%,Poor weather
Hyderabad,T944,2025-01-04,90,-92 dBm,Medium,10%,Fiber issue detected
Kolkata,T635,2025-01-19,45,-94 dBm,Medium,18%,Peak hour traffic
Kolkata,T822,2025-05-23,149,-105 dBm,High,20%,Fiber issue detected
Chennai,T575,2025-12-02,13,-94 dBm,Low,19%,Maintenance activity
Bangalore,T110,2025-07-30,51,-71 dBm,Medium,20%,Normal operation
Delhi,T518,2025-11-07,10,-104 dBm,High,13%,Backhaul congestion
Hyderabad,T611,2025-04-26,92,-86 dBm,High,18%,Power fluctuation
Kolkata,T700,2025-08-20,40,-85 dBm,Low,5%,Heavy user load
Hyderabad,T627,2025-02-04,112,-104 dBm,Low,1%,Maintenance activity
Mumbai,T310,2025-08-19,102,-94 dBm,Low,8%,Power fluctuation
Delhi,T551,2025-01-26,148,-70 dBm,Low,15%,Normal operation
Bangalore,T916,2025-05-17,97,-74 dBm,High,18%,Maintenance activity
Bangalore,T587,2025-07-08,127,-92 dBm,Low,12%,Heavy user load
Hyderabad,T222,2025-09-01,131,-108 dBm,High,16%,Fiber issue detected
Kolkata,T967,2025-01-07,14,-73 dBm,High,11%,Backhaul congestion
Delhi,T886,2025-07-19,30,-93 dBm,Medium,15%,Backhaul congestion
Chennai,T807,2025-09-16,100,-108 dBm,Medium,19%,Power fluctuation
Mumbai,T849,2025-08-05,105,-106 dBm,High,8%,Poor weather
Mumbai,T845,2025-10-06,107,-94 dBm,Medium,2%,Poor weather
Chennai,T391,2025-01-01,149,-104 dBm,Medium,12%,Heavy user load
Kolkata,T201,2025-01-21,139,-110 dBm,High,12%,Fiber issue detected
Bangalore,T647,2025-04-11,75,-110 dBm,Low,9%,Heavy user load
Chennai,T742,2025-03-29,92,-85 dBm,Medium,6%,Maintenance activity
Chennai,T905,2025-08-30,33,-79 dBm,Low,9%,Backhaul congestion
Bangalore,T441,2025-11-24,146,-106 dBm,Medium,8%,Backhaul congestion
Hyderabad,T779,2025-02-17,25,-104 dBm,Low,9%,Peak hour traffic
Delhi,T337,2025-01-12,56,-85 dBm,High,9%,Fiber issue detected
Chennai,T475,2025-09-25,148,-83 dBm,Low,1%,Power fluctuation
Delhi,T272,2025-06-06,97,-77 dBm,Low,15%,Heavy user load
Bangalore,T994,2025-04-11,55,-107 dBm,Medium,2%,Heavy user load
Mumbai,T205,2025-09-25,119,-107 dBm,Low,10%,Poor weather
Bangalore,T165,2025-10-04,16,-89 dBm,High,3%,Power fluctuation
Hyderabad,T739,2025-03-18,109,-101 dBm,Medium,17%,Normal operation
Bangalore,T363,2025-08-22,102,-104 dBm,Low,5%,Maintenance activity
Kolkata,T786,2025-12-24,98,-84 dBm,Low,13%,Fiber issue detected
Kolkata,T714,2025-03-16,54,-75 dBm,Low,18%,Heavy user load
Delhi,T279,2025-10-29,142,-98 dBm,Low,13%,Normal operation
Kolkata,T529,2025-11-29,48,-102 dBm,Low,9%,Poor weather
Mumbai,T587,2025-08-31,102,-108 dBm,Low,4%,Heavy user load
Mumbai,T740,2025-02-14,75,-87 dBm,Medium,9%,Maintenance activity
Bangalore,T546,2025-11-26,49,-103 dBm,Low,8%,Peak hour traffic
Delhi,T911,2025-09-01,96,-96 dBm,High,11%,Poor weather
Mumbai,T850,2025-06-20,85,-73 dBm,High,12%,Heavy user load
Delhi,T593,2025-02-08,25,-73 dBm,Low,3%,Peak hour traffic
Mumbai,T321,2025-07-26,50,-106 dBm,Medium,4%,Maintenance activity
Mumbai,T990,2025-03-25,118,-97 dBm,High,12%,Backhaul congestion
Kolkata,T656,2025-06-05,134,-77 dBm,Medium,8%,Poor weather
Hyderabad,T755,2025-05-20,137,-79 dBm,High,5%,Power fluctuation
Bangalore,T912,2025-08-21,111,-90 dBm,Low,19%,Backhaul congestion
Hyderabad,T958,2025-05-29,133,-107 dBm,Medium,5%,Heavy user load
Hyderabad,T873,2025-01-16,57,-89 dBm,High,18%,Power fluctuation
Bangalore,T494,2025-07-11,108,-92 dBm,Low,3%,Maintenance activity
Hyderabad,T787,2025-12-23,110,-88 dBm,Medium,11%,Backhaul congestion
Bangalore,T577,2025-05-26,109,-80 dBm,Medium,4%,Power fluctuation
Hyderabad,T376,2025-09-09,110,-96 dBm,High,17%,Peak hour traffic
Chennai,T502,2025-12-07,74,-72 dBm,High,7%,Heavy user load
Delhi,T370,2025-04-10,101,-96 dBm,High,11%,Normal operation
Kolkata,T978,2025-08-22,52,-97 dBm,High,7%,Normal operation
Mumbai,T191,2025-01-09,61,-105 dBm,High,2%,Maintenance activity
Chennai,T787,2025-03-27,106,-77 dBm,Medium,18%,Maintenance activity
Delhi,T823,2025-06-19,35,-70 dBm,Low,9%,Fiber issue detected
Mumbai,T577,2025-06-15,38,-106 dBm,Low,5%,Poor weather
Bangalore,T899,2025-07-07,11,-105 dBm,High,11%,Maintenance activity
Bangalore,T738,2025-10-27,99,-87 dBm,Low,11%,Backhaul congestion
Kolkata,T547,2025-12-21,86,-83 dBm,Medium,4%,Backhaul congestion
Bangalore,T743,2025-07-12,111,-87 dBm,Low,18%,Fiber issue detected
Bangalore,T745,2025-03-10,102,-102 dBm,Medium,5%,Normal operation
Delhi,T585,2025-06-14,34,-71 dBm,Low,18%,Poor weather
Chennai,T936,2025-10-17,79,-80 dBm,Low,6%,Poor weather
Bangalore,T307,2025-08-29,120,-93 dBm,Medium,16%,Poor weather
Delhi,T163,2025-12-15,143,-101 dBm,High,5%,Peak hour traffic
