Region,Tower_ID,Date,Call_Drops,Signal_Strength,Congestion_Level,Handoff_Failure,Notes
Sangli,T0398,2023-03-11,14,-96,Medium,5,Weather impact
Raipur,T1028,2025-09-04,12,-114,Medium,1,Moderate congestion
Malegaon,T0658,2024-10-09,35,-109,High,14,Weak signal area
Gorakhpur,T0070,2025-10-12,19,-60,High,4,Weather impact
Jamshedpur,T0635,2023-04-15,2,-78,Low,2,Low traffic
Madurai,T0573,2025-08-23,6,-86,Low,4,Normal operation
Ulhasnagar,T0546,2024-11-24,3,-72,Low,1,Stable network
Vijayawada,T1484,2025-02-15,29,-71,High,11,Fiber outage
Guwahati,T1102,2024-08-02,6,-77,Low,1,Routine monitoring
Rajkot,T0408,2023-03-07,11,-105,Low,4,Moderate congestion
Mangalore,T0969,2024-10-16,8,-78,Low,5,Stable network
Vijayawada,T0146,2024-03-13,5,-64,Low,3,Low traffic
Amritsar,T0270,2023-03-15,7,-111,Low,2,Low traffic
Raipur,T0554,2025-07-05,8,-96,Medium,1,Routine monitoring
Jamshedpur,T1469,2024-12-15,10,-97,Medium,2,Routine monitoring
Mangalore,T0885,2023-01-27,8,-109,Medium,0,Stable network
Gulbarga,T0266,2024-06-19,6,-83,Low,3,Routine monitoring
Delhi,T0640,2025-11-18,2,-87,Low,1,Low traffic
Bhavnagar,T0606,2023-01-24,26,-65,High,9,Weak signal area
Sangli,T1147,2024-04-22,13,-93,Medium,2,Temporary interference
Prayagraj,T0444,2023-02-16,29,-99,High,9,Network optimization required
Jamshedpur,T0611,2024-12-18,5,-98,Low,3,Routine monitoring
Nanded,T0184,2023-12-18,1,-86,Low,1,Normal operation
Madurai,T1456,2024-06-21,4,-79,Low,1,Low traffic
Jaipur,T0563,2025-01-14,11,-92,Medium,0,Temporary interference
Erode,T0722,2025-11-03,9,-94,Low,3,Low traffic
Jaipur,T1041,2023-12-30,23,-114,High,5,Weather impact
Raipur,T0393,2024-01-20,5,-71,Low,5,Routine monitoring
Tiruppur,T0169,2024-11-09,3,-90,Low,0,Normal operation
Mysuru,T0778,2025-02-16,3,-66,Low,3,Normal operation
Navi Mumbai,T0967,2025-10-14,26,-113,High,6,Backhaul issue
Aligarh,T0265,2023-11-25,31,-74,High,11,Fiber outage
Lucknow,T0341,2023-11-20,8,-77,Medium,0,Stable network
Delhi,T1202,2023-09-18,7,-62,Medium,3,Routine monitoring
Jaipur,T0109,2024-07-15,32,-82,High,13,Backhaul issue
Nagpur,T0118,2024-07-15,4,-73,Low,0,Normal operation
Jodhpur,T0111,2023-09-07,14,-102,Medium,3,Temporary interference
Bhiwandi,T0829,2023-10-21,10,-90,Low,3,Normal operation
Chennai,T0498,2024-11-16,18,-88,High,2,Handoff instability
Mysuru,T0851,2025-04-02,20,-94,High,5,Moderate congestion
Meerut,T1345,2023-12-18,21,-62,High,5,Weather impact
Chennai,T0912,2023-09-01,2,-85,Low,0,Routine monitoring
Ujjain,T0057,2024-04-11,30,-97,High,8,Backhaul issue
Sangli,T0013,2025-09-30,28,-112,High,5,Backhaul issue
Gwalior,T0186,2024-03-09,2,-69,Low,0,Routine monitoring
Delhi,T1185,2025-01-20,28,-97,High,7,Network optimization required
Jalgaon,T0809,2025-07-21,0,-60,Low,0,Normal operation
Bhavnagar,T0503,2023-02-22,8,-79,Medium,1,Stable network
Ambattur,T0472,2024-12-06,3,-113,Low,0,Low traffic
Aurangabad,T1043,2025-10-26,13,-100,Medium,2,Temporary interference
Meerut,T1190,2023-02-13,4,-97,Low,0,Stable network
Bengaluru,T1220,2025-10-07,5,-63,Low,5,Normal operation
Lucknow,T0457,2023-10-09,21,-63,High,7,Moderate congestion
Chennai,T1147,2025-06-04,4,-76,Low,1,Normal operation
Visakhapatnam,T1302,2025-01-14,4,-84,Low,2,Stable network
Warangal,T1212,2025-11-08,7,-102,Low,1,Stable network
Surat,T0372,2023-12-16,7,-64,Medium,4,Stable network
Ranchi,T0508,2024-11-19,3,-84,Low,2,Normal operation
Gulbarga,T0238,2023-03-03,25,-92,High,8,Moderate congestion
Nashik,T0489,2024-01-27,3,-77,Low,3,Stable network
Jalgaon,T0185,2023-10-01,16,-74,High,3,Moderate congestion
Hubli-Dharwad,T0886,2025-09-04,12,-69,Medium,4,Handoff instability
Pimpri-Chinchwad,T1016,2024-12-05,14,-108,Medium,3,Weather impact
Nashik,T0515,2023-03-30,12,-84,Medium,2,Weather impact
Chandigarh,T0483,2024-02-05,1,-69,Low,1,Low traffic
Sangli,T1200,2023-12-04,13,-96,Medium,5,Weather impact
Prayagraj,T0468,2023-07-28,5,-97,Low,2,Stable network
Gurugram,T0916,2025-01-23,20,-82,High,5,Moderate congestion
Asansol,T0517,2024-07-25,25,-114,Medium,8,Temporary interference
Gorakhpur,T0559,2024-01-09,4,-91,Low,1,Low traffic
Agra,T0508,2025-01-21,5,-86,Low,3,Normal operation
Bhavnagar,T0246,2023-12-10,0,-67,Low,1,Routine monitoring
Indore,T0184,2023-08-04,9,-90,Medium,0,Routine monitoring
Udaipur,T1012,2025-03-05,28,-112,High,6,Weak signal area
Malegaon,T1259,2024-12-08,16,-82,Medium,5,Handoff instability
Srinagar,T0639,2023-02-21,22,-70,High,7,Weather impact
Ranchi,T0944,2023-01-13,2,-101,Low,0,Stable network
Mysuru,T0996,2025-02-19,9,-92,Medium,0,Stable network
Erode,T0317,2023-08-05,8,-69,Low,3,Routine monitoring
Udaipur,T0062,2025-03-19,6,-85,Low,3,Routine monitoring
Jabalpur,T1151,2025-08-17,15,-60,High,3,Temporary interference
Ulhasnagar,T0268,2025-11-06,12,-103,Low,3,Handoff instability
Agra,T1059,2024-03-21,21,-99,High,6,Handoff instability
Chennai,T1124,2023-06-24,6,-81,Low,1,Stable network
Jamshedpur,T0611,2023-02-10,10,-80,Low,4,Routine monitoring
Rourkela,T0361,2023-10-31,11,-102,Low,6,Moderate congestion
Bhilai,T0260,2024-02-27,13,-112,Low,3,Handoff instability
Jodhpur,T1185,2025-11-03,6,-99,Low,1,Normal operation
Faridabad,T0656,2024-07-23,0,-61,Low,0,Stable network
Varanasi,T0926,2025-02-01,3,-101,Low,0,Stable network
Amravati,T0688,2025-05-19,6,-70,Low,3,Low traffic
Bhavnagar,T1161,2025-09-18,4,-75,Low,2,Routine monitoring
Chandigarh,T0408,2025-11-06,14,-105,Medium,3,Moderate congestion
Guntur,T0068,2024-02-07,28,-73,High,11,Peak hour congestion
Howrah,T0315,2025-02-17,8,-67,Medium,3,Low traffic
Jhansi,T0280,2024-01-05,8,-112,Low,0,Normal operation
Jamshedpur,T1320,2023-04-20,14,-99,Medium,2,Weather impact
Kalyan-Dombivli,T0440,2023-04-29,3,-97,Low,0,Low traffic
Mysuru,T1498,2023-06-27,2,-64,Low,2,Routine monitoring
Nagpur,T1408,2024-07-10,6,-87,Low,0,Routine monitoring
Jhansi,T0340,2025-12-31,13,-91,Medium,1,Moderate congestion
Loni,T0710,2024-10-26,0,-69,Low,1,Stable network
Akola,T1099,2025-07-29,12,-114,Medium,1,Temporary interference
Rourkela,T0578,2025-07-08,10,-71,Medium,3,Low traffic
Bengaluru,T0197,2024-09-05,7,-110,Low,2,Low traffic
Jodhpur,T0690,2024-01-10,14,-110,Medium,2,Handoff instability
Guntur,T0829,2024-12-10,15,-99,Low,6,Handoff instability
Ajmer,T0680,2024-04-21,5,-97,Low,3,Low traffic
Bikaner,T0448,2023-01-13,1,-72,Low,0,Low traffic
Varanasi,T0790,2024-10-22,8,-76,Medium,2,Stable network
Srinagar,T0895,2025-05-28,7,-102,Low,3,Routine monitoring
Amritsar,T0246,2024-06-12,27,-110,High,7,Weak signal area
Prayagraj,T0266,2025-11-09,9,-96,Low,2,Normal operation
Varanasi,T0506,2023-02-16,28,-106,High,10,Weak signal area
Ulhasnagar,T1357,2023-08-30,5,-89,Low,2,Routine monitoring
Indore,T0992,2023-03-19,10,-109,Low,1,Stable network
Jalgaon,T0661,2024-10-24,9,-81,Low,3,Routine monitoring
Mysuru,T1346,2024-08-30,1,-94,Low,0,Low traffic
Jalgaon,T0846,2024-09-20,23,-60,High,10,Handoff instability
Agra,T0583,2025-08-22,6,-68,Low,3,Low traffic
Jamnagar,T0276,2023-05-05,4,-77,Low,4,Routine monitoring
Nellore,T0944,2024-05-06,6,-68,Medium,3,Stable network
Vasai-Virar,T1028,2025-09-02,6,-97,Low,3,Routine monitoring
Vijayawada,T1104,2025-09-30,4,-73,Low,1,Normal operation
Noida,T1429,2023-06-10,0,-65,Low,1,Routine monitoring
Gulbarga,T1470,2025-10-01,15,-97,Medium,2,Moderate congestion
Udaipur,T0369,2023-10-13,6,-81,Low,2,Low traffic
Erode,T0885,2024-02-21,11,-98,Medium,2,Moderate congestion
Raipur,T0777,2025-04-09,9,-92,Medium,1,Normal operation
Hubli-Dharwad,T1224,2025-05-14,13,-107,Medium,3,Moderate congestion
Vasai-Virar,T1404,2025-08-01,6,-71,Low,3,Low traffic
Jalgaon,T0820,2025-03-09,6,-98,Low,1,Routine monitoring
Jammu,T0964,2023-08-15,9,-91,Medium,3,Routine monitoring
Ranchi,T1467,2024-08-21,24,-74,High,9,Moderate congestion
Salem,T0124,2024-04-14,33,-110,High,10,Weak signal area
Kota,T0703,2024-06-04,10,-103,Medium,0,Routine monitoring
Vadodara,T0025,2024-10-27,7,-111,Low,3,Normal operation
Jabalpur,T0398,2024-12-13,8,-92,Medium,0,Normal operation
Guntur,T0251,2025-10-05,19,-68,High,6,Temporary interference
Saharanpur,T1033,2023-09-26,13,-115,Medium,3,Moderate congestion
Kochi,T0329,2023-08-10,6,-74,Medium,2,Routine monitoring
Jodhpur,T1068,2025-11-25,22,-103,High,6,Weather impact
Kolkata,T1214,2024-10-16,9,-114,Low,0,Normal operation
Guwahati,T0265,2023-12-15,7,-93,Low,0,Normal operation
Meerut,T1091,2024-01-22,7,-93,Low,0,Low traffic
Bhubaneswar,T0759,2024-03-17,17,-74,High,5,Weather impact
Ludhiana,T1492,2025-02-19,13,-103,Medium,3,Weather impact
Udaipur,T0370,2024-10-31,8,-89,Medium,2,Stable network
Jalgaon,T0904,2025-05-07,6,-91,Low,1,Stable network
Ujjain,T0604,2023-06-23,9,-93,Low,2,Routine monitoring
Rajkot,T0669,2023-09-13,15,-106,Medium,2,Moderate congestion
Indore,T0412,2023-04-14,13,-109,Medium,4,Moderate congestion
Guntur,T1162,2024-01-25,3,-79,Low,1,Normal operation
Bhavnagar,T1297,2024-04-27,4,-98,Low,0,Routine monitoring
Durgapur,T1264,2025-03-27,3,-115,Low,0,Low traffic
Siliguri,T0299,2025-09-06,7,-98,Medium,0,Stable network
Mangalore,T0987,2025-07-09,5,-101,Low,2,Stable network
Firozabad,T1406,2025-07-01,8,-73,Low,3,Low traffic
Ambattur,T1016,2025-01-18,11,-102,Low,7,Weather impact
Gwalior,T1337,2024-06-30,4,-102,Low,1,Stable network
Varanasi,T1164,2024-03-20,5,-115,Low,0,Low traffic
Amravati,T1283,2024-05-08,8,-100,Low,1,Routine monitoring
Bengaluru,T1375,2024-01-12,6,-102,Low,1,Routine monitoring
Howrah,T0075,2025-10-24,7,-95,Medium,0,Low traffic
Nellore,T1330,2024-12-22,20,-100,High,2,Weather impact
Bengaluru,T1318,2023-01-06,19,-97,High,4,Handoff instability
Nellore,T1198,2025-01-13,0,-70,Low,0,Stable network
Nanded,T0598,2024-11-09,22,-85,High,4,Handoff instability
Belgaum,T0832,2023-08-01,10,-86,Medium,3,Normal operation
Kochi,T0892,2024-12-31,31,-100,High,9,Weak signal area
Kalyan-Dombivli,T1197,2024-03-03,17,-79,High,5,Temporary interference
Rajkot,T1214,2024-10-09,5,-74,Low,1,Routine monitoring
Ajmer,T1095,2023-12-16,1,-72,Low,0,Normal operation
Durgapur,T1197,2024-02-10,14,-110,Low,8,Moderate congestion
Akola,T0352,2023-09-01,29,-95,High,8,Weak signal area
Udaipur,T1329,2024-10-24,4,-103,Low,2,Normal operation
Varanasi,T1217,2023-09-08,7,-73,Medium,1,Routine monitoring
Salem,T0342,2024-03-02,0,-61,Low,0,Normal operation
Bareilly,T0192,2024-06-01,9,-87,Low,4,Stable network
Solapur,T1154,2025-07-11,10,-115,Medium,0,Normal operation
Bhubaneswar,T0739,2023-04-05,3,-90,Low,0,Routine monitoring
Agra,T0222,2024-01-28,7,-84,Low,3,Normal operation
Ranchi,T0135,2023-08-29,23,-71,High,8,Temporary interference
Siliguri,T0216,2025-10-19,8,-94,Low,1,Stable network
Raipur,T0977,2025-04-14,14,-85,Medium,6,Temporary interference
Kolkata,T1433,2023-06-06,20,-66,High,6,Weather impact
Nanded,T0634,2023-02-05,2,-87,Low,2,Routine monitoring
Howrah,T1311,2025-09-11,10,-111,Low,4,Stable network
Tiruchirappalli,T1452,2025-04-20,3,-67,Low,1,Low traffic
Vijayawada,T0873,2024-03-21,23,-104,High,6,Weather impact
Mysuru,T0615,2024-05-27,12,-82,Medium,1,Temporary interference
Agra,T0917,2023-12-12,24,-103,High,5,Moderate congestion
Bhiwandi,T0697,2024-04-01,2,-107,Low,0,Low traffic
Thane,T1203,2024-08-14,4,-62,Low,1,Stable network
Bareilly,T0222,2025-02-16,15,-93,Medium,4,Moderate congestion
Guwahati,T0833,2024-11-15,2,-93,Low,1,Normal operation
Chennai,T0038,2025-07-04,28,-72,High,12,Weak signal area
Ahmedabad,T0026,2023-10-16,25,-80,High,8,Moderate congestion
Nanded,T0889,2024-11-06,4,-61,Low,2,Stable network
Gorakhpur,T0048,2023-05-01,0,-70,Low,0,Routine monitoring
Gaya,T0053,2024-08-03,7,-78,Low,2,Stable network
Vasai-Virar,T0801,2023-06-13,2,-77,Low,2,Normal operation
Bhubaneswar,T1162,2023-01-11,14,-115,Low,4,Weather impact
Prayagraj,T0685,2025-01-29,0,-70,Low,1,Normal operation
Chennai,T1178,2025-01-16,6,-105,Low,3,Routine monitoring
Howrah,T1365,2025-01-20,13,-114,Medium,1,Moderate congestion
Vadodara,T0868,2023-09-24,8,-112,Low,0,Low traffic
Indore,T0309,2023-03-14,10,-110,Medium,2,Routine monitoring
Ludhiana,T1475,2023-11-11,10,-93,Medium,1,Stable network
Gwalior,T1137,2023-05-03,31,-103,High,9,Backhaul issue
Ulhasnagar,T0202,2025-01-18,7,-86,Low,2,Stable network
Kanpur,T1075,2025-10-21,9,-114,Low,2,Normal operation
Aligarh,T1137,2024-07-26,32,-114,High,10,Backhaul issue
Amravati,T0105,2024-01-07,12,-85,Medium,3,Temporary interference
Raipur,T0524,2023-02-18,5,-79,Low,4,Low traffic
Jaipur,T1270,2023-08-31,4,-108,Low,1,Low traffic
Madurai,T0396,2024-08-31,4,-85,Low,1,Stable network
Nashik,T0534,2024-12-16,6,-77,Medium,2,Stable network
Jabalpur,T0438,2023-10-01,30,-110,High,7,Backhaul issue
Jhansi,T0248,2023-10-24,19,-75,High,7,Handoff instability
Faridabad,T1157,2025-12-30,2,-67,Medium,0,Stable network
Gwalior,T1189,2025-06-10,6,-86,Low,3,Low traffic
Ghaziabad,T0663,2023-06-11,24,-93,High,5,Weather impact
Varanasi,T1465,2025-01-13,30,-98,High,12,Weak signal area
Jamshedpur,T1057,2023-10-31,24,-96,High,8,Weather impact
Tiruppur,T0243,2024-04-24,6,-64,Low,3,Low traffic
Ajmer,T0066,2025-01-16,8,-105,Medium,0,Stable network
Solapur,T0497,2023-08-15,11,-102,Medium,3,Moderate congestion
Delhi,T1169,2023-08-20,9,-67,Medium,2,Low traffic
Vasai-Virar,T1238,2024-07-20,13,-62,Medium,4,Moderate congestion
Indore,T0110,2023-04-05,8,-107,Low,4,Low traffic
Bhopal,T0921,2024-06-15,14,-114,Low,4,Moderate congestion
Kolhapur,T1392,2024-02-17,4,-66,Medium,0,Normal operation
Vasai-Virar,T0419,2023-03-27,11,-84,Medium,0,Temporary interference
Faridabad,T1379,2023-05-27,10,-90,Medium,1,Stable network
Tirunelveli,T1458,2025-08-10,8,-94,Low,1,Low traffic
Lucknow,T0870,2025-02-04,14,-109,Medium,0,Weather impact
Bhilai,T1485,2025-09-20,0,-62,Low,0,Normal operation
Dehradun,T0912,2024-02-24,8,-84,Low,2,Stable network
Ludhiana,T0097,2025-08-13,5,-65,Medium,0,Stable network
Cuttack,T0287,2024-06-22,2,-76,Low,1,Stable network
Jabalpur,T1228,2024-02-20,11,-88,Medium,3,Weather impact
Bhiwandi,T0509,2024-03-25,8,-79,Low,4,Routine monitoring
Varanasi,T0221,2024-09-01,8,-96,Low,4,Normal operation
Jodhpur,T1194,2023-11-27,10,-103,Medium,2,Normal operation
Hyderabad,T0851,2025-06-22,5,-85,Low,3,Normal operation
Nashik,T0294,2025-12-14,3,-67,Low,2,Routine monitoring
Jammu,T1224,2024-09-10,9,-74,Medium,0,Stable network
Ulhasnagar,T1443,2024-10-07,8,-107,Low,3,Routine monitoring
Ajmer,T0355,2023-04-23,26,-111,High,6,Network optimization required
Noida,T0856,2024-08-06,21,-110,High,2,Handoff instability
Bhiwandi,T1391,2024-08-17,9,-106,Low,3,Normal operation
Bengaluru,T0452,2024-12-26,0,-66,Low,0,Normal operation
Patna,T0055,2024-07-02,23,-111,High,6,Moderate congestion
Belgaum,T0694,2025-05-14,10,-74,Medium,2,Routine monitoring
Guntur,T0138,2025-08-31,1,-61,Low,0,Routine monitoring
Srinagar,T0968,2025-08-30,8,-101,Medium,0,Normal operation
Surat,T0295,2024-04-12,6,-80,Medium,0,Stable network
Aligarh,T1166,2025-03-15,1,-72,Low,2,Stable network
Aligarh,T0530,2025-01-21,23,-111,High,4,Weather impact
Kota,T0356,2025-07-25,20,-79,High,7,Weather impact
Agra,T0762,2024-03-14,6,-65,Medium,0,Normal operation
Gulbarga,T0419,2025-11-01,6,-69,Medium,0,Routine monitoring
Jaipur,T0726,2023-06-25,10,-103,Medium,0,Routine monitoring
Thane,T0541,2023-07-27,3,-107,Low,0,Stable network
Ulhasnagar,T0055,2023-04-13,8,-71,Low,5,Normal operation
Nellore,T1155,2023-02-23,7,-85,Low,1,Routine monitoring
Kota,T0014,2023-12-31,12,-103,Low,5,Temporary interference
Nellore,T1381,2024-05-31,5,-85,Medium,0,Normal operation
Belgaum,T1320,2024-09-02,0,-65,Low,1,Normal operation
Salem,T0326,2025-12-11,19,-68,High,3,Weather impact
Saharanpur,T0171,2024-12-01,16,-94,Medium,6,Temporary interference
Jhansi,T0956,2025-02-25,20,-79,High,4,Moderate congestion
Dhanbad,T1096,2025-01-10,7,-82,Low,3,Routine monitoring
Visakhapatnam,T1281,2025-03-23,5,-60,Medium,1,Routine monitoring
Cuttack,T0582,2025-03-01,11,-89,Medium,0,Weather impact
Aurangabad,T1006,2023-04-09,11,-89,Medium,1,Moderate congestion
Amritsar,T0810,2023-04-01,3,-93,Low,0,Low traffic
Lucknow,T0839,2024-11-07,34,-103,High,11,Network optimization required
Gorakhpur,T0594,2024-05-06,6,-97,Low,1,Routine monitoring
Prayagraj,T0874,2023-12-11,22,-70,High,8,Temporary interference
Akola,T0971,2023-11-17,32,-112,High,10,Network optimization required
Firozabad,T0964,2025-01-20,8,-90,Low,2,Stable network
Dhanbad,T1341,2023-08-09,23,-69,High,10,Weather impact
Visakhapatnam,T0985,2023-12-15,3,-73,Low,2,Routine monitoring
Kolhapur,T1400,2023-03-28,18,-111,Medium,3,Moderate congestion
Srinagar,T1389,2024-07-25,5,-87,Low,1,Normal operation
Salem,T1349,2024-08-30,6,-87,Low,3,Normal operation
Kalyan-Dombivli,T0386,2023-01-06,0,-63,Low,2,Stable network
Jodhpur,T0348,2024-11-08,25,-79,High,7,Handoff instability
Kota,T0083,2024-02-10,10,-86,Medium,0,Low traffic
Ajmer,T0697,2025-06-25,15,-101,Medium,4,Temporary interference
Tiruchirappalli,T1024,2024-06-06,5,-65,Low,4,Routine monitoring
Rourkela,T1254,2023-04-17,9,-84,Low,6,Normal operation
Navi Mumbai,T1212,2025-05-26,14,-93,Medium,5,Handoff instability
Firozabad,T0800,2023-05-16,3,-92,Low,2,Low traffic
Asansol,T0645,2024-01-14,6,-100,Low,3,Normal operation
Nellore,T1017,2023-04-01,3,-101,Low,0,Normal operation
Aurangabad,T0942,2023-01-24,5,-75,Medium,0,Routine monitoring
Kochi,T0629,2025-07-11,10,-103,Medium,2,Normal operation
Hubli-Dharwad,T0716,2024-12-27,2,-61,Low,0,Low traffic
Patna,T0374,2025-02-19,12,-114,Medium,2,Temporary interference
Kanpur,T0459,2023-07-14,11,-106,Low,3,Moderate congestion
Nagpur,T1109,2024-12-28,21,-66,High,9,Handoff instability
Raipur,T1122,2024-03-04,7,-82,Medium,0,Normal operation
Gaya,T0624,2025-09-17,9,-72,Medium,1,Stable network
Surat,T0460,2023-08-09,6,-87,Medium,0,Stable network
Gulbarga,T0664,2023-12-18,7,-84,Medium,1,Stable network
Bareilly,T0330,2025-03-09,25,-98,High,6,Moderate congestion
Gulbarga,T0043,2023-05-08,10,-106,Medium,0,Stable network
Howrah,T1333,2025-02-27,13,-93,Medium,2,Handoff instability
Bareilly,T1147,2025-09-27,21,-74,High,7,Temporary interference
Malegaon,T0897,2024-11-10,8,-86,Low,4,Low traffic
Jalgaon,T0490,2023-10-29,11,-67,Low,6,Temporary interference
Gwalior,T0578,2025-03-10,13,-107,Medium,2,Handoff instability
Akola,T0723,2024-08-22,6,-79,Medium,0,Routine monitoring
Madurai,T1492,2023-11-02,4,-98,Low,0,Stable network
Asansol,T0124,2023-03-23,5,-84,Medium,0,Low traffic
Vadodara,T1313,2024-10-06,28,-110,High,9,Network optimization required
Nashik,T0299,2023-10-20,16,-63,High,2,Weather impact
Jamnagar,T1097,2024-05-30,5,-71,Low,4,Normal operation
Ahmedabad,T0847,2025-12-25,6,-107,Low,0,Routine monitoring
Lucknow,T0009,2023-11-21,2,-99,Low,0,Normal operation
Bhiwandi,T1467,2023-09-28,17,-90,High,4,Handoff instability
Agra,T1183,2024-10-03,6,-71,Low,5,Low traffic
Pune,T0050,2024-05-22,9,-88,Low,4,Low traffic
Jamnagar,T0945,2024-08-23,17,-104,Medium,3,Handoff instability
Malegaon,T1125,2023-11-24,6,-108,Low,0,Low traffic
Firozabad,T0254,2024-10-19,14,-115,Medium,1,Weather impact
Rajkot,T0086,2024-09-28,4,-61,Low,2,Stable network
Udaipur,T1093,2023-03-11,7,-106,Low,1,Low traffic
Bareilly,T0566,2025-09-06,9,-100,Medium,2,Low traffic
Bhopal,T1389,2025-08-19,11,-104,Medium,0,Weather impact
Gorakhpur,T1334,2024-03-27,9,-91,Medium,0,Low traffic
Ambattur,T0261,2023-07-12,10,-105,Medium,2,Normal operation
Warangal,T0593,2023-04-12,10,-96,Low,2,Stable network
Siliguri,T0184,2025-01-29,13,-87,Medium,3,Weather impact
Tiruchirappalli,T1450,2024-04-09,2,-67,Low,0,Low traffic
Salem,T1014,2025-05-17,10,-82,Medium,4,Stable network
Ujjain,T1191,2023-07-11,23,-89,High,4,Moderate congestion
Bengaluru,T1376,2023-01-11,12,-109,Medium,2,Temporary interference
Ujjain,T0939,2025-05-06,12,-111,Low,5,Temporary interference
Saharanpur,T1308,2025-06-19,4,-60,Low,5,Routine monitoring
Nagpur,T1114,2024-11-18,10,-68,Low,6,Normal operation
Kolhapur,T0330,2023-07-20,12,-92,Medium,0,Weather impact
Srinagar,T0834,2025-09-11,10,-101,Low,2,Normal operation
Loni,T0385,2023-04-27,7,-100,Low,3,Routine monitoring
Vijayawada,T0932,2025-11-18,7,-81,Low,3,Low traffic
Mumbai,T0436,2023-07-19,2,-82,Low,0,Stable network
Meerut,T0901,2023-06-24,0,-64,Low,2,Low traffic
Warangal,T0988,2025-04-04,14,-82,High,2,Handoff instability
Raipur,T0310,2023-03-12,5,-72,Medium,1,Normal operation
Tiruchirappalli,T1103,2024-11-02,13,-102,Medium,1,Weather impact
Loni,T0109,2024-07-21,7,-114,Low,1,Normal operation
Tiruchirappalli,T1093,2024-06-04,4,-83,Medium,0,Normal operation
Srinagar,T0529,2023-03-07,5,-68,Medium,1,Normal operation
Vadodara,T0779,2025-01-07,0,-70,Low,0,Stable network
Kochi,T0442,2024-07-23,9,-76,Low,4,Low traffic
Jamnagar,T1442,2024-06-30,10,-86,Medium,2,Normal operation
Hubli-Dharwad,T0010,2024-07-21,4,-67,Low,3,Stable network
Mangalore,T0262,2023-01-02,23,-100,High,6,Temporary interference
Bhopal,T0154,2024-08-09,9,-112,Medium,0,Normal operation
Rajkot,T0183,2025-04-13,20,-97,High,4,Temporary interference
Gwalior,T0579,2025-06-20,7,-87,Medium,1,Stable network
Kalyan-Dombivli,T1212,2024-10-11,9,-79,Medium,2,Normal operation
Meerut,T0830,2025-09-07,17,-88,High,4,Temporary interference
Jamnagar,T1181,2025-11-19,5,-91,Low,3,Stable network
Nanded,T1104,2024-02-03,20,-78,High,3,Handoff instability
Mangalore,T1321,2023-11-02,7,-75,Low,2,Routine monitoring
Ludhiana,T0802,2024-09-20,7,-113,Low,0,Routine monitoring
Vasai-Virar,T1136,2023-07-19,3,-78,Low,0,Low traffic
Ranchi,T0247,2024-07-15,10,-91,Medium,2,Normal operation
Gwalior,T1450,2025-12-18,6,-93,Medium,0,Stable network
Kolhapur,T1248,2023-02-11,0,-74,Low,0,Routine monitoring
Mumbai,T0132,2025-05-14,5,-92,Low,1,Routine monitoring
Jamshedpur,T0436,2023-03-29,2,-67,Low,1,Normal operation
Delhi,T0987,2023-09-19,18,-64,High,2,Moderate congestion
Durgapur,T0550,2023-08-05,21,-78,High,4,Moderate congestion
Belgaum,T1316,2025-06-12,1,-76,Low,0,Normal operation
Mumbai,T0184,2024-06-26,24,-99,High,5,Weather impact
Mysuru,T1448,2024-04-30,9,-83,Medium,0,Routine monitoring
Belgaum,T1394,2024-01-24,5,-102,Low,0,Stable network
Chandigarh,T1119,2023-02-28,5,-72,Low,1,Routine monitoring
Jalgaon,T1499,2023-03-29,15,-72,Medium,5,Handoff instability
